scenario_id,object_id,min_ttc
scenario_03b55aab-3452-4963-9937-b22bdae10dd1,36049,0.286
scenario_9bdd0448-8b49-423e-8a04-5db57717868a,59096,0.287
scenario_70ab0200-b3de-4904-87c1-21f1c529cea7,100297,0.287
scenario_a0d2803f-c13c-4282-9ee6-38bdf6d8ba0c,8235,0.287
scenario_14014421-eac5-4f4f-a16c-aab9a3277526,22154,0.287
scenario_54d917cd-f2c0-4f90-bbd1-9ef68311452f,42475,0.287
scenario_9471a2d3-8c4c-4a54-b711-29bcd1da3c9e,2852,0.287
scenario_4aee79f7-240c-4ff3-994f-7cb9063c67b3,91528,0.287
scenario_335581a9-86bd-44a9-a1ec-d30e207e4624,68041,0.287
scenario_557fef54-c0aa-4840-9dbf-ccc85a492036,20094,0.287
scenario_1a0a82d4-82d4-40af-9088-d95e3874373f,90358,0.287
scenario_9a719d09-3919-4424-aa90-e2e81f147944,98321,0.287
scenario_222cb88d-ad2c-44b7-95e2-151ef7a2d03f,14577,0.287
scenario_9ffe05a1-c4f7-452b-92e6-29bca62ba245,24793,0.287
scenario_7a19f691-1abd-4011-b0e7-bea3313867b2,42885,0.287
scenario_1af7e03e-4619-4464-b7cb-27cca93715d7,83833,0.287
scenario_e6c6048f-31d6-425d-b986-5d7034fa2f05,165766,0.287
scenario_e64999f2-391e-4712-a80a-46719764e80c,146644,0.287
scenario_9665ef36-368e-4082-9600-651f25beca53,54728,0.287
scenario_d6be8f1d-fad8-4b4d-bc47-5129707226de,174354,0.287
scenario_d930a88b-b1ed-469b-adfd-c5b4a1faa2a1,146644,0.287
scenario_1fe53ce4-a16c-4d85-95c4-99f7dae5f3f7,106337,0.287
scenario_7b3191fa-c8f3-4c39-99e9-1ba2de31fb8c,58002,0.287
scenario_31b48ea5-29c6-4cc5-922c-e8b2ad4b1291,2164,0.288
scenario_0b9afe9a-9032-433d-95fb-082a042804bf,48773,0.288
scenario_0a621690-3e6c-44d1-83fd-e769df0b8776,16983,0.288
scenario_2a203890-e194-4e17-813d-7319382ccd1e,57762,0.288
scenario_5ea68cc9-0f59-491d-bd17-0d8f151930bf,16416,0.288
scenario_beec35bb-9884-4f1e-954d-c9204f16fa5c,25986,0.288
scenario_9c740ac4-cd66-47d4-b864-f2c789c11770,162378,0.288
scenario_fbe25575-a54f-4b49-af2d-a8976f4904ec,3661,0.288
scenario_574a3019-59a4-4cec-a1c4-f52a0e18b63f,104716,0.288
scenario_1aba6bff-633e-4703-bfb9-831c01e96618,63831,0.288
scenario_c3ba2140-aa1f-4469-a12a-c28e3fc24d8f,62330,0.288
scenario_afff97c6-d7e2-467e-8852-2ade31628e0e,115223,0.288
scenario_272b01a0-781d-438b-96e9-85e7120a22ad,53113,0.288
scenario_0c5887c5-8ba7-4ef2-9ee4-231d52d39620,7632,0.288
scenario_91e504fe-86c7-49e0-9373-e25be63fbc4c,177621,0.288
scenario_720fe8e7-eca9-4135-baf9-db1ed60f17f4,94008,0.288
scenario_df468080-45d6-4154-98a1-9abe3ca8c172,11581,0.288
scenario_4744e6e4-779b-43c3-a2c5-891bb935eed8,156534,0.288
scenario_f5d9455b-2083-462f-9b86-4d69c6409a8f,105181,0.288
scenario_bd6f644b-c74f-4212-b1fe-5f0fcb42d303,79546,0.288
scenario_c7e9f0ad-a14f-4d8f-888f-f0408d6479d8,41149,0.288
scenario_1f648d63-aae5-452c-80bd-0dbe594574d3,42786,0.288
scenario_289bdc56-2f23-42de-8f15-f71cb0936870,41555,0.288
scenario_5561cd25-a1b7-431b-a47f-89f928267769,119934,0.288
scenario_c3924af7-1b8f-4842-8ae7-cfe0887f0021,77390,0.288
scenario_fbfe3fb4-ba11-4d10-998c-a192dc41370b,3661,0.288
scenario_108254fc-19cb-41ca-8b85-e475c316a3d6,13326,0.288
scenario_a61738a4-1d8c-497a-a450-c61cb568a21a,106422,0.289
scenario_43ca0786-2234-4864-9b95-9c6f9813c476,262002,0.289
scenario_34a4d87c-d7ca-4a66-84a9-76cc8e18e6bd,7230,0.289
scenario_e5dc19fd-6a01-48c7-b4d6-ca0266fe8ee8,74793,0.289
scenario_a5a97648-e557-4fb9-b28b-06a7967b7a8d,61642,0.289
scenario_d38d4673-58a3-43b0-bb8e-af195e0b0680,6445,0.289
scenario_7b221a1d-e5fb-4e82-98a5-2a858e8b2c96,22243,0.289
scenario_ca6ad090-2724-4e89-a1fd-5ae7fb4288e3,8939,0.289
scenario_3d90e8aa-ef08-4a70-8518-2a0f7f1d06cb,20795,0.289
scenario_7871e881-bf05-4ce5-82a1-ede3aea4a569,AV,0.289
scenario_0f8da2bc-7229-47a2-9636-174fca9499e8,134990,0.289
scenario_dd93beb7-95b3-4a7e-87d2-78f38e92f69b,71551,0.289
scenario_93b8829c-c2d7-4191-9041-0223392ed9fe,14050,0.289
scenario_e542745b-5818-4fd8-88cd-2961843cbaf6,28446,0.289
scenario_9fe1d3fa-38e6-4eae-a3bb-b1d81250386e,83634,0.289
scenario_d95e7f15-72b5-4f74-8257-7062bf6811ba,AV,0.289
scenario_3d4525f2-9be2-4f23-9dae-da0bffe92280,63322,0.289
scenario_f4c42b27-13f7-420e-af6d-f1db9edfdbb6,99105,0.289
scenario_c0c14571-b05b-4c21-a9c3-bda064351573,48793,0.29
scenario_59fc4fee-efbe-492f-b35c-56c88b6b6c71,111247,0.29
scenario_91708bb6-d052-41f0-a4c4-fb8fabd4b180,77108,0.29
scenario_7a6251c5-be26-4fc9-8951-30962c8ea2db,12562,0.29
scenario_533772f1-f153-4559-9cb5-219351edeb19,35175,0.29
scenario_16153656-84e3-4934-ad2b-a53db7e3925b,25294,0.29
scenario_bdff78b8-9615-44cf-9760-bd07e568814f,AV,0.29
scenario_a24f41d4-d206-4b85-ab46-3f47edaa92c1,31808,0.29
scenario_cbf009c1-0f2f-42e9-aa0a-5abdca9ee529,202054,0.29
scenario_26e561e0-57cc-4b7b-a55a-e310a6bf8a5f,85879,0.29
scenario_0868f4f3-4673-4689-8dd4-3672ddb9e1a1,57091,0.29
scenario_d9209ae1-1c89-408d-b96e-aa90beacb389,27076,0.29
scenario_0364723c-07e4-4cac-8007-e1165bc59f8c,11558,0.29
scenario_5a5e6039-0493-476f-9ee9-4eff77823b3b,14216,0.29
scenario_f0d97f29-10d0-463c-b4d2-c11535ddb5a9,18594,0.29
scenario_1882b9c8-3976-40ea-a7a1-6a540c05074f,38433,0.29
scenario_070da938-c8d5-45c7-a4dd-c23046b42a5b,45781,0.29
scenario_f34296ee-d07c-42ed-8350-d89d0ec478f8,206665,0.29
scenario_9ca9f2ce-7ba7-4922-b50c-8406abda4241,116047,0.29
scenario_05ba8c36-cda4-4a22-ad77-f18ae5816f47,AV,0.29
scenario_4d11f792-b718-4cfd-8d8e-4b291cd76e44,11387,0.291
scenario_f6b36b20-1ca2-469c-8099-f9e9f95a8f79,15355,0.291
scenario_046cd7dd-7c20-48a5-bf5c-e5abe90dd324,563,0.291
scenario_cfe37e39-5e18-441b-912d-de4398b411fe,57571,0.291
scenario_ade08f89-bd38-4174-9dd6-38d421a0b647,109281,0.291
scenario_40aa61ad-2f62-4a8a-aee5-eff5ac9d9c68,46432,0.291
scenario_6f078347-0e94-4a83-a70b-4496c9e4abea,135214,0.291
scenario_10e3cf1d-b35e-4515-b79a-35c201db6260,76420,0.291
scenario_904fa2cf-6e28-4aea-84c6-022b6ee8d181,61527,0.291
scenario_ff479639-ac4a-4c16-8e17-47b0ed17b6ce,139961,0.291
scenario_0d833e33-2636-4b98-bbec-7e3c2da43db4,1669,0.291
scenario_96552e96-adcd-4133-b9e2-b03ee998c6ba,6693,0.291
scenario_5e953dea-f8c7-4b2a-b721-2fc1b3b9f95b,99531,0.291
scenario_08edf879-59a9-4d71-b70a-e10bf09a73ee,135,0.291
scenario_2edbb28f-1934-4b93-b757-18fc6891c00e,23170,0.291
scenario_247008d2-eecb-4792-93a8-599e40667929,127260,0.291
scenario_711b8246-fea8-4b44-b591-8b2cd2bbdff0,6767,0.291
scenario_296b28a7-09f3-4be0-b990-bd60c7d47547,14213,0.291
scenario_4d70eb46-39f7-4da9-b1fc-01a6a0e112dd,103358,0.291
scenario_ca87021c-6ccb-435c-88cb-1326010f369c,31727,0.291
scenario_56632de1-07c3-419d-a25c-b550dcbedc39,151294,0.291
scenario_9f0091a9-fe1c-4ea5-9f34-ca7702aa9dee,76065,0.291
scenario_94785055-5f27-4b13-a168-e309de0ab1e1,104239,0.291
scenario_72d1c16e-03f8-406f-8c2a-82bf336882eb,69813,0.291
scenario_b9e2f574-bc0a-41cd-bcb4-764042b7220b,AV,0.292
scenario_2ea5a64a-073f-49e8-9dc6-28da9d78f8db,104141,0.292
scenario_e517229f-0bd0-4862-aad8-a37a53f66472,AV,0.292
scenario_82105ce5-f5e4-4cb6-85bf-feddabfe05bd,15998,0.292
scenario_5c407df2-e5b1-4c6e-ac2c-e7aac1390633,AV,0.292
scenario_ca840a2d-d194-49fa-a092-6d42c93866cb,20789,0.292
scenario_e4498d7e-1e4a-492a-b197-2d4e7b03c014,14727,0.292
scenario_e12c0798-a55b-45e5-af72-cc4122570a8d,25028,0.292
scenario_08a806fa-0727-4b42-abb4-daed62047b35,21199,0.292
scenario_9a54f189-501a-4a14-9479-b9547cf4135d,41604,0.292
scenario_0770993b-003d-4511-af7a-40bfdb28c63e,94017,0.292
scenario_d61ae1d1-5016-4a3b-803f-1beb28651d1e,69475,0.292
scenario_8e5c287b-52d2-4c94-9aee-997a5229a850,125095,0.292
scenario_f93b3ab8-e7c5-47c8-a398-bdfaab40d5ff,2893,0.292
scenario_eb59f040-6b73-4d1f-aca0-54f4171a4b5e,3590,0.292
scenario_a1c756c1-fbd6-4754-ac7a-f8085754f60a,3590,0.292
scenario_ecf9363a-be4b-412a-b62b-2825d20996c8,17128,0.292
scenario_e64b45bf-8c8d-4ec9-8ab9-1f165ea52f69,12218,0.292
scenario_08f12943-279b-4303-859e-5ca82cee3e3e,56850,0.292
scenario_5594ee44-a3a1-48b0-beb4-18202a061d5e,125229,0.292
scenario_c5374e70-312c-4142-b156-af1549c48026,35254,0.292
scenario_c0963d67-79bc-48b3-b6fe-adc99979cb1a,76810,0.292
scenario_984d5337-f34a-4638-bc99-f1af6da4f22a,94388,0.292
scenario_6bf2f01f-2627-49d2-a163-8a0ee2729fae,146227,0.292
scenario_080cbb3a-1b7c-4759-bf30-846048705191,51761,0.292
scenario_b1bb9d0c-bfbc-4385-9a05-dd0d06261482,39127,0.293
scenario_58b56ea1-22f4-4ecf-98c0-ce6e395cee2c,6758,0.293
scenario_2378c5d3-e4b3-4b28-8876-84865f5cb7fc,13780,0.293
scenario_d3700f3d-285e-4584-92c1-21c3ef45c8f4,17458,0.293
scenario_9126dc17-b6ac-4d96-87d5-9b3133ee5150,9561,0.293
scenario_461c107d-ede6-46b6-a9c6-53ef3fc0447c,87053,0.293
scenario_dc38a5ab-c630-4a18-96d6-be76b45b978a,154877,0.293
scenario_71f0d2af-942d-4932-88de-771cfbbd1003,135985,0.293
scenario_de593f30-498c-45cb-94af-46c5c6d4179b,125572,0.293
scenario_98625ba3-c730-4ef9-b410-a368fc4dec7e,190830,0.293
scenario_29f5bb2d-82c4-4830-8cc6-67b96f3e71a7,107878,0.293
scenario_648cddd8-f0c9-4cab-bc97-3f46481b155d,151393,0.293
scenario_03d68928-eaf7-48a6-b164-74855e853058,6955,0.293
scenario_a12aebe5-a9d6-4224-93d8-0a21be16542f,21798,0.293
scenario_0500f54e-0ac0-4311-8628-5427bc8ba8fd,13780,0.293
scenario_a3e710bf-b68b-41ba-b459-0210d5e22b68,84089,0.293
scenario_aaf72369-037e-41cf-b4f3-62c4e7e3235d,94287,0.293
scenario_25a1c7f7-49ff-4a83-9828-bcf2daf6e12d,27559,0.293
scenario_0f6208aa-7943-4d38-9a17-e44313e2bdc8,81916,0.293
scenario_39da7847-2d13-480b-9d78-0ccf604355ba,69635,0.293
scenario_1b3cfb45-a8d5-4d7c-ac10-6e786d4e2991,110912,0.293
scenario_511c32df-d3c6-4ef0-9c98-0b875d7b1e18,36331,0.293
scenario_c2522f2a-0a88-4bed-898e-3688ee81920d,18338,0.293
scenario_14f5cf1d-8521-43d3-893d-adefa38e4c41,61029,0.293
scenario_6b0be5fc-3f6b-46cf-a25e-5a1ffc090874,22814,0.293
scenario_6aeede2b-3cd8-4be2-b793-7124fbeadcb7,107878,0.293
scenario_b7580112-1f5d-49aa-b168-4706738c624f,7432,0.293
scenario_65c605a4-b67b-4624-a1e8-b9bab9f5d09e,3663,0.293
scenario_dd456d7f-e322-49f5-afee-75496a65d512,114533,0.293
scenario_3e0cbd81-d524-41f6-9add-4c5f5c832c9e,1427,0.293
scenario_2cc5adca-e663-4871-8578-926c3d455410,63813,0.293
scenario_ba2b513c-cfc6-4894-a372-0e4df3c7860f,46368,0.293
scenario_28c2a7f8-a4ab-49ad-af3a-a6cca6f15902,AV,0.293
scenario_32cfca95-2bf9-4e06-a121-49ca062ff482,AV,0.294
scenario_788b3e35-9e77-46ac-802f-fef0d3767ab2,49763,0.294
scenario_8553d8fe-21cc-4000-9917-9fb14422afee,136405,0.294
scenario_07eddbb4-6bfe-4ca3-81a1-5af6fbd85f39,85255,0.294
scenario_899f120e-ab0e-426d-be40-0dd908e54475,2344,0.294
scenario_c54f1cdb-8517-4c13-a978-5d554c2408f1,38137,0.294
scenario_df50b9bd-314e-4397-9a56-3a3512057067,108367,0.294
scenario_287cbb2d-8fa4-4015-9458-08a239f28311,6442,0.294
scenario_ce460eaa-7cf3-490a-921f-699912d90bd3,78244,0.294
scenario_1c52b25b-64fe-485c-ad08-22edd4571f72,93960,0.294
scenario_35fbe52b-00c3-4fe3-b7b1-9542a29a4f61,77494,0.294
scenario_ee8a8403-d87c-4e5a-b589-5d67f1d74c6c,81496,0.294
scenario_871cffe5-ac54-4051-bcb7-f135b45e07d5,6442,0.294
scenario_db4223e0-2383-4d43-9564-5c709a79ec60,65323,0.294
scenario_158fcb4c-a9a0-4a74-a578-3101409a9c05,93960,0.294
scenario_a200a1f5-2c27-416a-95c7-039a3fca37b1,152679,0.294
scenario_b81154d7-161c-4abf-8d9c-4469b7b28411,124826,0.294
scenario_f474c3d4-bfaa-4e12-a783-cf889a442a06,39189,0.294
scenario_263d3d22-bdb6-41a2-b6b5-c8d45fc779f2,85255,0.294
scenario_2314c28f-2af2-4ed6-9a15-45924923e2cc,132309,0.294
scenario_68baab0c-6003-4a30-b668-5ff1f73987f6,45009,0.294
scenario_991f4cf3-dacf-430b-b1b3-eee2e0766807,17505,0.294
scenario_47e66c0f-9987-44b7-a94b-8c096cd32c0e,202557,0.294
scenario_6e550364-b773-457f-8b1d-dc8442cba0fb,25779,0.294
scenario_e1216b3c-e36a-4c70-80f8-25a23fe44c93,205154,0.294
scenario_388c06cc-4e43-4965-bcae-61b823a5ef41,79541,0.294
scenario_27a45ec9-cd47-44da-9f60-0bc114f340a7,116657,0.294
scenario_d678564e-438b-4cde-a89a-e78d6ee0a350,83408,0.294
scenario_638c6153-73ef-4104-99a3-cb18e0ee6b59,130234,0.294
scenario_a4e6f071-3e5a-443c-9e00-6e354142b10d,34090,0.294
scenario_6e5a6bd1-5393-4b1c-9283-b79327a32d2b,76784,0.294
scenario_f0b0b391-c510-4a40-9171-faf22674c133,108231,0.294
scenario_b99d3b0a-7b04-47ef-a181-26075cb5b7f1,217995,0.294
scenario_d05af46a-c209-432d-acac-825a3467354f,51682,0.294
scenario_c7fc3b89-e1f1-4eef-8f75-b0104a7469a1,9059,0.295
scenario_d67f50cd-4c29-4263-b8fb-6a78e93b82b5,13751,0.295
scenario_d4b2f370-603c-4142-b9dd-05247b79ee44,126489,0.295
scenario_d4e5155a-a3ea-4c47-81d2-2fb36d1c5cc3,106006,0.295
scenario_2046a95f-cce9-4b54-b43e-3292c97b76c8,130821,0.295
scenario_12ba526b-da24-420b-9145-1f8355ee949f,40566,0.295
scenario_5b6626eb-b27f-42b2-8ac5-483eca34d4b4,32655,0.295
scenario_8cc8be56-e778-4e59-8141-7e0ba4034c52,43244,0.295
scenario_0d632e53-c1b6-4bbb-b019-7e64d5f4d0a8,111264,0.295
scenario_1437c54f-2588-4e15-9a92-152dcb52b9bc,9640,0.295
scenario_c0f4f7e0-8ca3-490f-a894-429b708b122c,AV,0.295
scenario_aabbec85-6dba-4f9b-9c3d-0aba89670e8e,59500,0.295
scenario_c0e195ae-8f4d-4487-b9e7-323c566e2a4d,20688,0.295
scenario_2b12df1f-c4d5-4d82-a733-4cf71f471611,18444,0.295
scenario_9e0b8b98-7e49-42c4-bea8-ae1d1a486d45,41589,0.295
scenario_616ddec5-8f27-47e9-9bb6-5136c5646196,133969,0.295
scenario_9ff91bee-9169-4221-98dc-a308eccfcebf,62917,0.295
scenario_96baecf3-6057-44df-82b3-e9ff00634c29,71551,0.295
scenario_076d30ba-238e-41d1-8e1e-a4ae637fb07a,68341,0.295
scenario_8809216e-fbea-4fc0-b914-46a8988397e6,46452,0.295
scenario_2955f061-43c0-4021-ba8e-b4b21dbf0cbc,46363,0.295
scenario_f9e416f3-6949-4efa-a0fa-cf1a854a1c12,206569,0.295
scenario_2d33cafc-8aeb-4a48-8ee1-820d98347b7b,2946,0.295
scenario_6a3097c1-6a21-4578-8a1c-d650319202c0,17602,0.295
scenario_4ae98bf0-48a3-41ce-824f-4b1e2b81ad08,119618,0.295
scenario_25418514-326a-4f42-b1ac-5bda4bba81d6,168263,0.295
scenario_1a2ad8a4-9cb9-42f0-a3ed-250e31205d6c,74112,0.295
scenario_f79c3188-8e09-4de9-884a-ce3e001efa47,9170,0.295
scenario_4135cd97-38e2-4566-a3ab-6054e82bc6dd,3776,0.295
scenario_9a858df1-0ed7-49e0-a772-0f9f71a31fdd,140688,0.295
scenario_d71cfaf4-7456-4c5c-8d3c-cfae7a3a2da1,29650,0.295
scenario_c45436a5-1c53-4a20-af9e-3511a91c5e34,24609,0.295
scenario_5da478db-095c-4e61-b545-6b2eebc2a083,8728,0.295
scenario_853c9568-098a-41b6-90ed-5813035b54c6,1410,0.295
scenario_0da04308-0f22-4939-886d-c1a8e379aa50,147599,0.295
scenario_4ba49d89-61bf-43c1-bf15-aa41abb62f3f,10475,0.295
scenario_13163f8c-457f-4698-ba1a-0d2959bd6684,123337,0.295
scenario_abcd5fd1-3bdf-46db-9c90-df9fca5b7632,43506,0.295
scenario_754c597e-010f-4c06-955c-6855712b89e8,47091,0.295
scenario_3c314c89-87ca-4ae2-a804-2774b7890485,76333,0.296
scenario_9aa802f3-f443-4c18-a067-1416e6bd8b2e,136396,0.296
scenario_f8b8554a-88d3-40e9-9b4b-2dcc27251077,155555,0.296
scenario_c2d55e1c-2af9-48e3-b0a0-284c02f2fbdf,127482,0.296
scenario_d21c06f7-06bf-4917-af24-99f0ba9b827c,187311,0.296
scenario_8fd9d2d8-de54-4d01-8e49-dca62784eee9,AV,0.296
scenario_a8a458f7-652c-4a4e-989c-f032a72c0b88,20413,0.296
scenario_9c1e0172-fe3f-456e-8239-ec50f4451b3f,20045,0.296
scenario_d977b896-7b74-4c83-9151-72900a534c2b,194788,0.296
scenario_2f2c74b1-9f75-45e9-9682-601189942454,240405,0.296
scenario_fd721649-a478-4cfd-bb0e-2f2d55d14885,30006,0.296
scenario_99427105-9ece-4442-abc7-8f6d268f9c09,72461,0.296
scenario_4c8c097d-48fb-43b2-8bda-4ba7695f1422,6374,0.296
scenario_4e57be15-a76e-41d8-85a8-33bbd7b58bb3,187311,0.296
scenario_e98a1f88-1a24-4cc0-a81f-9ea4238f18da,3780,0.296
scenario_cafe5044-3652-491d-8fc3-954eade339a5,100358,0.296
scenario_f5910747-7a84-4012-8780-a306ecf61231,74478,0.296
scenario_ea41fc1f-4f54-4c0c-a40a-43f31a37f2e6,143912,0.296
scenario_e0558b95-cf15-4483-a383-e3117ef31066,AV,0.296
scenario_154ded8d-e029-4075-a65e-9fa56ed8078e,182835,0.296
scenario_f3925045-726b-4969-88d4-a60fdd37d091,10956,0.296
scenario_47d4aee8-bfb5-440e-b5db-6f63f0642267,16185,0.296
scenario_451b6f77-f2af-4ea5-bbb2-4c8483156ce7,23905,0.297
scenario_7e188c74-bd5c-42e8-8f58-77a8626f631b,19471,0.297
scenario_a6c9fea9-d7dd-4050-9f60-ed419ad278d0,1346,0.297
scenario_c9711cc7-9dae-4d2b-a957-eb25f3cd1836,48175,0.297
scenario_10284efa-5ff9-47a6-ab55-a8a92c7d6e92,212529,0.297
scenario_88a4a589-01d6-404b-95b5-35b3ec24d32e,42187,0.297
scenario_834586ac-f3fd-41f9-8f49-90a286217901,1958,0.297
scenario_6c719ca3-4420-4a87-8b52-6a86d887e1eb,49925,0.297
scenario_cdd762d4-e0a6-4f11-9db4-e723d4573355,55103,0.297
scenario_76c35e5e-44d5-4b5a-922a-a623f4d895b9,46570,0.297
scenario_cc7a483a-d2fb-453c-8637-ae2142c80fb7,34798,0.297
scenario_9e682ca3-3eec-4f97-b6cb-76c50905ab7e,AV,0.297
scenario_3b24aaa7-fb33-463b-8ec9-077b47ee02a9,138694,0.297
scenario_c94027b8-f6b2-4e64-b7d6-14724cf6c2e0,95450,0.297
scenario_dcb7931b-b4b7-4eea-96d4-08db685de5b4,51179,0.297
scenario_7cc4e859-9a3d-49fe-ab4e-8967dd809c93,107804,0.297
scenario_ac5b4c12-7e12-46cf-aed8-2ad831931487,AV,0.297
scenario_c77f717f-9f13-413b-bc33-1ff2992c40f4,89351,0.297
scenario_400e6274-2a97-4e97-b1d6-986ab163f852,13647,0.297
scenario_f9985f28-7ead-42b5-b8e5-fd7697c31bb3,131722,0.297
scenario_49f77847-efe2-4d8a-9c94-fdb245a057f4,11412,0.297
scenario_6e8d7dc7-a34a-434f-9ab5-765107455445,80343,0.297
scenario_86e3ff13-17a4-4d15-9f6f-d7716351f61b,105322,0.297
scenario_0f56f931-96f0-4581-90ac-0fc594faddb2,2895,0.297
scenario_dc3fe84f-3603-4571-8fae-10611e297073,30873,0.297
scenario_fb94ba37-6302-4200-8406-3d80217b92d5,33934,0.297
scenario_0efe0ef6-e09c-434d-a424-06845ba988c6,90747,0.297
scenario_f21b9af9-a221-4a0a-a894-8415a9c79938,AV,0.297
scenario_926b7759-4eeb-4903-a889-7a03ee709275,AV,0.297
scenario_2e7af219-85ea-493f-945c-0ceec0df6ad6,114905,0.297
scenario_9bbe2cd6-5473-4a5b-a06b-be710b878544,AV,0.297
scenario_857670dd-fef5-4750-b877-2e939fc98a44,29943,0.297
scenario_52619d2e-a323-4c35-a1e9-88529519c38c,130920,0.297
scenario_4144d909-48a2-4e64-9f94-9e3ea98547bf,161811,0.297
scenario_ef670548-233b-4e43-b55c-c319f2e0aa76,387,0.297
scenario_8efd4831-d5a0-48fb-ab7d-bf67028d65fe,87461,0.297
scenario_b12ba1a2-d22c-44dd-a477-c9affb35f261,94051,0.298
scenario_c3485ff6-beb6-42fa-b9ec-2c40926c5c81,75863,0.298
scenario_45e100ff-48b9-49c9-99a2-c74a750976fd,35782,0.298
scenario_032f8ddd-98e7-4f0e-9daf-4529c84793cf,31156,0.298
scenario_5e7efc0e-9eb4-4e5a-a26c-2ec4ded2a245,178399,0.298
scenario_a087b165-cb43-458a-bbbb-72702682529c,12286,0.298
scenario_07239f92-d17a-4822-8586-bde116ef998a,43973,0.298
scenario_63786e7d-a692-42f2-bc3d-50c647d8eb9e,AV,0.298
scenario_366d7c5d-b9b0-4923-9b5c-2308e08bcf1a,90045,0.298
scenario_0d19f08c-a8d2-4f33-8879-d78b56984fb0,219386,0.298
scenario_b488c8c4-2b00-471a-9eed-ad0dd5de5900,12032,0.298
scenario_4af64b78-6abd-4abd-bc33-275060edbb6d,21416,0.298
scenario_10269ccd-2c21-45bb-9d2b-798df85821aa,51305,0.298
scenario_44494c61-c0e3-499e-99e9-65a587fabda2,72460,0.298
scenario_0963d0a0-3f2e-4f01-a936-89a5e26bcfcc,50673,0.299
scenario_067e16ad-77fc-4ca6-bd39-bba56d32747a,36603,0.299
scenario_54128f4f-5723-4d6d-91d5-46c59a2306f7,36632,0.299
scenario_5feec7ee-e567-493f-9a3f-83dd7d4c7db3,12544,0.299
scenario_f787649f-4b91-427d-8112-5bfea9ca7a30,44392,0.299
scenario_db2d7d53-18c6-4e8c-af0d-df574618d9aa,58459,0.299
scenario_7202ee13-61f2-4722-bca7-760187c8a1b2,155243,0.299
scenario_93a163c9-6096-4544-8a21-2c1c49759ba2,2641,0.299
scenario_ee69d3a1-73c2-45d8-9812-01e88fcf41fa,73402,0.299
scenario_14418a2f-0afb-4575-b213-ec2f1fa4b065,20188,0.299
scenario_4319fd7a-a8ea-4351-9583-5d1fc5639881,86380,0.299
scenario_c367cc89-6471-486e-83fe-deec0278639c,916,0.299
scenario_4d0bc7f4-c02d-45fa-ae42-c4250f0a4b34,104767,0.299
scenario_5c677180-cac1-4cf9-ae0a-6bee618eafb5,160259,0.299
scenario_30924ddf-a97f-4a99-8e38-acf37161e772,166538,0.299
scenario_5678a97c-766a-402c-90b3-0573df55e699,4737,0.299
scenario_18ab477b-1e31-4fc5-8890-d03288caa36d,110415,0.299
scenario_452b9660-053f-4391-a33c-f11f7a643f07,22009,0.299
scenario_9dfdb0a4-6765-4ba9-936b-bc7bf9501056,198941,0.299
scenario_82c1947c-2144-4983-961c-3926953d60bd,41413,0.299
scenario_bf50b67d-bb29-4813-83e9-f4f974d646af,27935,0.299
scenario_2bc85ccf-463d-4c26-9f79-048e3d16f981,23046,0.299
scenario_1ebf0c8b-9419-45d1-b6a7-03b4311177e9,22818,0.299
scenario_7977db46-b949-4699-ba08-a4d715de2d2a,43380,0.299
scenario_914cc598-20af-4b8e-ad61-143b95cb0748,35856,0.299
scenario_64b6e3da-02ed-47e3-bc06-48832d6393f3,7420,0.299
scenario_139a8f17-b272-4414-b7f0-f08e93a11717,73995,0.3
scenario_2708bbb3-06c0-4d2f-b1f0-a0cba70bcd70,35119,0.3
scenario_63923c12-3a69-45cb-b1f9-598983d33599,22739,0.3
scenario_b82e5a65-9329-4783-86b7-25b89305bdb6,114697,0.3
scenario_1525acf1-39a2-408e-98a7-892c5c47f70f,4247,0.3
scenario_750c9992-7792-4d5b-b3fc-b7e1e00573e4,78765,0.3
scenario_c40bb743-4471-4b99-b45e-e0036fc72f31,53079,0.3
scenario_7174aea6-328c-47a2-b603-a5fed8a32af6,147506,0.3
scenario_0b2b7d34-b382-4f55-9c40-9442d952009d,23543,0.3
scenario_1af0142f-bbd1-488c-9b2f-b6da1b8fbeb2,20469,0.3
scenario_2f7dc48f-e03d-4678-8527-5a55c878e7bb,82220,0.3
scenario_28450348-ab16-48f3-873b-2d0cca98aa94,78765,0.3
scenario_cf24333a-6e64-41d9-b9b9-aba3bf184750,17534,0.3
scenario_32438872-0173-4b35-9263-f74eea07e911,67538,0.3
scenario_346b943c-6179-44b7-bd9a-b05f925cd450,27604,0.3
scenario_87bd023c-9352-4587-a64f-d30c17bc713b,37361,0.3
scenario_742e0027-eddd-4992-89a2-316556b170ff,50216,0.3
scenario_f6239bbe-f21a-4aa8-a46a-1c8d15f45bf0,80227,0.3
scenario_1157a732-b61b-4a85-9457-3b75f084058c,16140,0.3
scenario_1db89bad-6a88-464e-819f-ea4fe8a31a66,27367,0.3
scenario_20cc861c-ab00-48bb-8e92-02ae3bde670f,31872,0.3
scenario_bd1ccf6c-433d-484e-a332-6e693579800a,14954,0.3
scenario_877559b6-3043-4563-8fc9-5cfcd8fe4cff,32571,0.3
scenario_f41416b2-8795-4bfc-ad45-84662fb514ae,67978,0.3
scenario_d1ba5f01-99d3-475f-a572-b6ef2fa7c00f,47175,0.301
scenario_5c82e1db-a9f3-4ad0-9034-0f6954ea28da,33560,0.301
